ID_N;VERSION;SECTOR;TEXTO;MARCA;CANAL;AWARENESS;EVALUATION;PURCHASE;POSTPURCHASE;AMBIGUO;NC2;PRODUCT;PRICE;PROMOTION;PLACE;NC2;ODIO;TRISTEZA;TEMOR;INSATISFACCION;NC2;SATISFACCION;CONFIANZA;FELICIDAD;AMOR;ODIO;TRISTEZA;TEMOR;INSATISFACCION;NC2;SATISFACCION;CONFIANZA;FELICIDAD;AMOR;ODIO;TRISTEZA;TEMOR;INSATISFACCION;NC2;SATISFACCION;CONFIANZA;FELICIDAD;AMOR
827426644818268160;1;RETAIL;"@acasualgirl vicky estoy sad

no he dormido

he venido a clase

pasé por el mercadona pa comprar algo

estaba cerrado

kill me";MERCADONA;Microblog;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827301746439495680;1;RETAIL;@AdaDeLarge ninguna. Una lampara cebolla del ikea. https://t.co/iqhvm49Wyv;IKEA;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827211531880378368;1;RETAIL;"@AdrianRaluyGH Pues nada, Ikea, Conforama, Tuco, Mueblesrey, Leroy Merlín etc patrocinadores oficiales de GHVIP5 xD

#VIPDirecto";IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827425545633878017;1;RETAIL;@aibeltranmoreno @ExpositoCOPE podemos = A blablablablablabla...abuelita..leños.. Ikea..sonrisa pais..fratelo.. y mas blablablablanlabla...;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827371091714830336;1;RETAIL;@Ailendossantos1 teniamos que estar al pedo como para ir al carrefour jaja;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827264947612639233;1;RETAIL;"@Albaricoqueee96 @AlbayAmanecer_ lo siento no hablo choni, no te entiendo bien, ""skribi"" es un mueble de Ikea?";IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827257545299423235;1;RETAIL;@AlbbaBernet Suenas a negro del mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827284802684514304;1;RETAIL;@albita_alonso @Eva_Arr ah por eso no quedaba ni un solo fuet en el mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827206729217744897;1;RETAIL;@alcampo en Alcampo La Cañada en Marbella ??;ALCAMPO;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827222340828295169;1;RETAIL;@alcampo Hola me gustaría saber los gastos de envío de la compra on line y si hay algún cupon o descuento para una buena compra;ALCAMPO;Microblog;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827450703165739008;1;RETAIL;@alcampo Hola! Ya no tenéis a la venta los berberechos de vuestra marca? Nunca los encuentro ??;ALCAMPO;Microblog;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827454114875449344;1;RETAIL;@alcampo Menos en Sevilla Este. Por qué? Me negaron la devolución de un libro, que era para un regalo. Hay una reclamación puesta.;ALCAMPO;Microblog;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827224545656463360;1;RETAIL;@AlejandroSD96 @Mercadona en serio? JEJEJE;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827226882802331648;1;RETAIL;@AlejandroSD96 Buenas tardes Alejandro, ¿en qué Mercadona y cuándo lo has observado?. Un saludo.;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827383404073144320;1;RETAIL;@aliciaqgomiz gracias mercadona por concedernos este regalo de los dioses!;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827270396894273536;1;RETAIL;@anchoasosa como sea como el del Ikea, sigue virgen seguro;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827215890856996864;1;RETAIL;"@AndreaLugo_98 por eso se que esa mujer iba con un letrero en la frente que ponía ""resaquita de botella de mercadona""";MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827229260821700608;1;RETAIL;@angelmoraviles @AbeInfanzon me gusta hasta el armario en si. Ahora solo tenemos empotrados o del ikea;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827254549819764737;1;RETAIL;"@angelpina23 @visitpanama hasta que no vea al CM de @alcampo anunciando que venden rukas...
??????";ALCAMPO;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827228884164808705;1;RETAIL;@AntCpda está en @mercadona pero no recuerdo la marca en concreto. De todas formas la pastelería de cualquier supermercado es igual.;MERCADONA;Microblog;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827434362513801216;1;RETAIL;@Anthromet y los sueltan en el decathlon....;DECATHLON;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827436819277107200;1;RETAIL;@AntonioMaestre por éso @InesArrimadas compra la ropa en Alcampo??;ALCAMPO;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827314347546439680;1;RETAIL;@Apnita_ SIiiiiiiiiii, fuera IRMA que es un mueble del Ikea.;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827212828977328128;1;RETAIL;"@Audiense_es como un equipo, y nuestros dorsales? ;) @InmaFerragud @kurioso @KrITIK4L @Zurdo @Mercadona @PlayStationES @SonyEspana";MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827202610339917824;1;RETAIL;@auronplay no nos engañas, estas en el ikea y te vas cambiando de habitaciones.;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827435315828764673;1;RETAIL;@aytogetafe @aytogetafe @sara_heba @PodemosGetafe @CsGetafe @PsoeGetafe @PPGetafe C.Río Genil frente a Leroy Merlin… https://t.co/gtKsB3Kh62;LEROY MERLIN;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827297644774952962;1;RETAIL;"@BalaurCum En el leroy merlin, por ejemplo, calienta muuucho más que un secar tirando menos aire
Una herramienta para grabar mediante calor";LEROY MERLIN;Microblog;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827286672026988544;1;RETAIL;@bbking_lucille qué pasa con la panga??? yo la probé hace exactamente 6 años en Denia (comprada en Mercadona eso sí) y nunca más #Dato;MERCADONA;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827275557989601280;1;RETAIL;@bemyserotonin esque visualmente es IGUAL venden en el día el mercadona... yo creo que lo es;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827278300112302088;1;RETAIL;@BerberechoE Están en 2ª rebajas en MEDIAMARKT;MEDIAMARKT;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827425852694593537;1;RETAIL;@beticorro1 @Todojingles ya cabrones pero no vengáis todos a mi sección de baños del Leroy merlin;LEROY MERLIN;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827235727729639424;1;RETAIL;@Briznilla_ podríais tomar nota @Mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827269570930970624;1;RETAIL;@bukukubukuku @sincarisma La sintonía del mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827196191825940481;1;RETAIL;@ByBryanGamerYTu De la bolsa de congelados de mercadona: ñoquis con pollo y verduras y luego pimientos rellenos de carne XD Estan buenisimos;MERCADONA;Microblog;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827281510478684160;1;RETAIL;@c_spyro Las del mercadona o las de york y queso normales van que chuta, las pequeñitas;MERCADONA;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827413847002771456;1;RETAIL;@Caarlootaa_S ya basta, ahora por esto te obligo a que pases conmigo ese innombrable día ?? quiero mucho ??, ya puedes ir yendo al mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827249405459832833;1;RETAIL;@cansinoroyal El jazz de Carrefour es muy bueno.;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827197892620345344;1;RETAIL;"@caputoflavio83 lee la historia q te guste pero en ninguna vas a encontrar a San Carrefour campeon dl mundo o la intercontinental
BOBO";CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827200748060549120;1;RETAIL;"@caputoflavio83 si en alguna d tus fuentes historicas figura carrefour campeon dl mundo pasame el link asi se enteran todos...
FRACA";CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827283562923585538;1;RETAIL;@carlargmo JJAJAJAJAJAJAJA cuando veía un Mercadona https://t.co/2GoZVNsJJC;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827259855953989639;1;RETAIL;@Carolinajri @AlCaRuaf @MariaBrosy6 me habéis pillado en el @Mercadona ??????;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827289012444475392;1;RETAIL;@carrefourarg @OtroZombieMas dona carrefour y se descuenta impuestos adivinen quien....;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827319475720577024;1;RETAIL;@carrefourarg Carrefour aumentaste más de un 50% y ahora haces una rebaja miserable. Dejen de lucrar!!!;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827335041109917696;1;RETAIL;@carrefourarg carrefour estas vacio.....no afanen+;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827271927760773121;1;RETAIL;@carrefourarg hace dos años que no compro en Carrefour debido a la recurrentes estafas y la estafa de Macri gato con la tarjeta VOS;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827214513107791872;1;RETAIL;@carrefourarg Todo muy caro. Nunca a Carrefour;CARREFOUR;Microblog;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827297336300810241;1;RETAIL;@CarrefourES otro propósito traer isla de sushi a carrefour de lorca;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827259041822826496;1;RETAIL;@CayetanadAlba @_Ezetweets jajajajjaa y en ikea tb los hay... ya pedir q se lo comore de cuerpo entero va a ser mas complicado no?????;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827267099617685506;1;RETAIL;@CFKArgentina No eran de ikea;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827296541354446848;1;RETAIL;@charly_santoyo @juliosierra14 @guillermobr2 @ines_latorre @JavierPulido531 @monserratlara99  hay leña y el Mercadona esta alado nos rayéis;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827335569520861184;1;RETAIL;@ChiaEscalante @Dios jajajajajjaa el de Carrefour nos queda más cerca;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827249886303248391;1;RETAIL;@chselles @sacedator lo vende Mercadona congelado;MERCADONA;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827203268359102471;1;RETAIL;@ClaraSaliz en el Carrefour de los corazones el precio no está mal y en media hora tienes el A4 ?? y es papel de fotos en condiciones;CARREFOUR;Microblog;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827318880066494464;1;RETAIL;@clarincom muchachos, Coto y Dia nunca dejaron de vender, ni hablar d chinos, verdulerias y demas. El único q veo q la cumple es Carrefour.;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827207279736922112;1;RETAIL;@Correos, porfavor, contratar a gente mejor cualificada y preparada para trabajar en las oficinas de Correos Móstoles Mercadona. Gracias.;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827198968505458688;1;RETAIL;@corsa37 ¿Te parece caro menos d 3€ 1L de zumo natural? ?? Poco zumo tomas fuera. Y menudo coñazo hacerlo en casa, lo q se mancha @Mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827207655932432385;1;RETAIL;@corsa37 No creas. Suma naranjas, electricidad, freganzo y tiempo @Mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827249637581008896;1;RETAIL;@CRFresponde pues no me lo dan .... que simpáticos son en el Carrefour de Vallecas #ironia;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827217733100134400;1;RETAIL;@Cristian_Aoshi te vi a regalar una cocina del ikea, para que te la montes tu y llores cuando te falte una pieza.;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827288895251423236;1;RETAIL;@cuentametve tenéis que decidme en qué Decathlon compra Carlos las camisetas de Domyos... #AnacronismoON;DECATHLON;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827248539281584128;1;RETAIL;@CuleFer no me lo puedo creer, espero que no fuera de la marca mercadona sería patético...jajaja;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827232224902774788;1;RETAIL;@Cvlaforett @paulavillalba25 vas divino hasta con una bolsa del mercadona en la cabeza #CreandoTendencias;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827222418368364544;1;RETAIL;@dani_nite @katherine95_ @AnflyRdgz Me meo contigo. Me voy al Mercadona que me das ansiety.;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827243208975454210;1;RETAIL;@Darkuxs96 @mimi_Sakura9357 yo tengo la misma la pille en Carrefour por 80€;CARREFOUR;Microblog;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827413310161244160;1;RETAIL;@davidbroncano me imagino tu camerino como una sección de frutas y verduras del Mercadona, pero con un sofá.;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827224711683792897;1;RETAIL;@DaviddeMontemus yo soy Ikea lover. ...pero en casa no me funciona el planificador!;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827312533933539330;1;RETAIL;@davidferhk21 Yo las compro en el carrefour cuando puedo, que a veces las ponen a 1€;CARREFOUR;Microblog;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827247526399074304;1;RETAIL;@Davidstar9x No es una mierda parece zumo de ese barato del Mercadona, YTs lo promociona como la mejor bebida a saber cuánto le han pagado!!;MERCADONA;Microblog;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827200271579283458;1;RETAIL;"@DEBORAH_______ 
El ikea es como un saneamiento de ganao ??????????????";IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827233390868963328;1;RETAIL;@DEBORAH_______ @LalaKarenina Y mañana estoy yo en Mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827225762226909186;1;RETAIL;@DEBORAH_______ Me contó como le ha arruinó IKEA;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827272190089322498;1;RETAIL;"@DehesaGrande suministrará a @CarrefourES carne de ternera de la comarca de #Vitigudino
https://t.co/VIafCvtGun https://t.co/PcKXryLZKn";CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827434200756342784;1;RETAIL;@DehesaGrande venderá su carne de vacuno en los Carrefour de Castilla y León https://t.co/3gXSHs6E48;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827315488183242755;1;RETAIL;@DelfinAsturiano joder con el Carrefour!;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
